race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202610020806,3歳未勝利,ダート,1700,1,1,テーオータウンズ,牡3,57.0,高杉,栗東藤岡健,,---.-,2023102844,01213,01062
202610020806,3歳未勝利,ダート,1700,2,2,テイエムファントム,牡3,57.0,田口,栗東鈴木孝,,---.-,2023102569,01208,01111
202610020806,3歳未勝利,ダート,1700,3,3,トゥレネヴェリテ,牡3,55.0,△柴田裕,栗東中竹,,---.-,2023104418,01212,01039
202610020806,3歳未勝利,ダート,1700,3,4,フレアオブセンス,牡3,57.0,西村淳,栗東高野,,---.-,2023107022,01171,01117
202610020806,3歳未勝利,ダート,1700,4,5,アイアン,牡3,57.0,Ｍデムーロ,栗東辻野,,---.-,2023103096,05212,01183
202610020806,3歳未勝利,ダート,1700,4,6,リリーサンダー,牡3,56.0,☆田山,栗東緒方,,---.-,2023104172,01220,01193
202610020806,3歳未勝利,ダート,1700,5,7,テーオーレックス,牡3,57.0,菱田,栗東岡田,,---.-,2023101580,01144,01066
202610020806,3歳未勝利,ダート,1700,5,8,ウルトラハート,牡3,57.0,角田和,栗東中尾,,---.-,2023104157,01186,01069
202610020806,3歳未勝利,ダート,1700,6,9,ビーウィナー,牡3,57.0,秋山稔,栗東羽月,,---.-,2023106022,01181,01091
202610020806,3歳未勝利,ダート,1700,6,10,サトノライトニング,牡3,57.0,コレット,栗東田中克,,---.-,2023100995,05691,01180
202610020806,3歳未勝利,ダート,1700,7,11,レッドフレーザー,牡3,57.0,松若,栗東矢作,,---.-,2023105340,01154,01075
202610020806,3歳未勝利,ダート,1700,7,12,メイショウゲッコウ,牡3,57.0,西塚,栗東笹田,,---.-,2023101940,01200,01104
202610020806,3歳未勝利,ダート,1700,8,13,コズミックフレア,牝3,55.0,幸,栗東吉田,,---.-,2023103852,00732,01101
202610020806,3歳未勝利,ダート,1700,8,14,サカトクフェイス,牡3,57.0,長岡,栗東今野,,---.-,2023101898,01142,01128
